epoch,accuracy,loss,val_accuracy,val_loss
0,0.4749999940395355,0.8081623315811157,0.5,1.8705580234527588
1,0.53125,1.3416385650634766,0.5,7.473374843597412
2,0.48124998807907104,7.267237663269043,0.5,0.8967841863632202
3,0.48124998807907104,0.8368819355964661,0.550000011920929,0.8041596412658691
4,0.5562499761581421,0.7488735914230347,0.800000011920929,0.802291214466095
5,0.8125,0.7221764326095581,0.6499999761581421,0.800475001335144
6,0.7250000238418579,0.6892378926277161,0.5,0.7867467403411865
7,0.793749988079071,0.6845813989639282,0.5,0.8931576609611511
8,0.48750001192092896,0.7360912561416626,0.44999998807907104,0.8124611973762512
9,0.625,0.7301886677742004,0.800000011920929,0.7863243818283081
10,0.862500011920929,0.6370899677276611,0.6499999761581421,0.7973632216453552
11,0.887499988079071,0.5984517931938171,0.6000000238418579,0.8275071978569031
12,0.875,0.5535392761230469,0.5,0.8478371500968933
13,0.84375,0.5350865125656128,0.5,1.3402491807937622
14,0.5249999761581421,0.8431477546691895,0.5,1.1557905673980713
15,0.518750011920929,1.0554583072662354,0.5,0.8048516511917114
16,0.824999988079071,0.598834753036499,0.5,0.7924238443374634
17,0.875,0.534731924533844,0.550000011920929,0.7996644973754883
18,0.90625,0.4961954951286316,0.550000011920929,0.8124947547912598
19,0.9125000238418579,0.45419543981552124,0.550000011920929,0.829604983329773
20,0.925000011920929,0.41537800431251526,0.550000011920929,0.8520926237106323
21,0.925000011920929,0.3791177272796631,0.6499999761581421,0.8880502581596375
22,0.918749988079071,0.3477768301963806,0.5,0.9450060129165649
23,0.8500000238418579,0.3735712468624115,0.550000011920929,1.486680269241333
24,0.668749988079071,0.7121701836585999,0.5,1.316441297531128
25,0.6312500238418579,0.808801531791687,0.75,0.8203967809677124
26,0.949999988079071,0.3861919939517975,0.6499999761581421,0.8154827356338501
27,0.956250011920929,0.345716655254364,0.6499999761581421,0.8277856707572937
28,0.96875,0.3088810443878174,0.6499999761581421,0.8418765068054199
29,0.9624999761581421,0.2789562940597534,0.6499999761581421,0.8614603877067566
30,0.981249988079071,0.24679513275623322,0.75,0.8849154710769653
31,0.987500011920929,0.23050722479820251,0.75,0.869261622428894
32,0.9937499761581421,0.20651063323020935,0.699999988079071,0.9066960215568542
33,0.9937499761581421,0.19028574228286743,0.6000000238418579,0.8925453424453735
34,0.981249988079071,0.1885509192943573,0.6499999761581421,1.0890753269195557
35,0.981249988079071,0.19633963704109192,0.5,1.003464937210083
36,0.925000011920929,0.23382404446601868,0.6499999761581421,1.3473844528198242
37,0.887499988079071,0.28930795192718506,0.5,1.0416282415390015
38,0.925000011920929,0.24863390624523163,0.699999988079071,1.0025181770324707
39,1.0,0.16119086742401123,0.699999988079071,0.9031789898872375
40,1.0,0.13768114149570465,0.699999988079071,0.9261993169784546
41,1.0,0.12737543880939484,0.699999988079071,0.9348479509353638
42,1.0,0.12281586974859238,0.699999988079071,0.9444920420646667
43,1.0,0.1184404268860817,0.699999988079071,0.9539417028427124
44,1.0,0.11543981730937958,0.699999988079071,0.9728174209594727
45,1.0,0.10811018943786621,0.699999988079071,0.9911055564880371
46,1.0,0.1070169061422348,0.699999988079071,1.0056300163269043
47,1.0,0.10522913932800293,0.699999988079071,1.0124486684799194
48,1.0,0.1030409187078476,0.6499999761581421,1.0187371969223022
49,1.0,0.09843681007623672,0.6499999761581421,1.021209716796875
50,1.0,0.09762066602706909,0.699999988079071,1.0280400514602661
51,1.0,0.09551158547401428,0.699999988079071,1.043141484260559
52,1.0,0.09318432211875916,0.75,1.0520366430282593
53,1.0,0.09382401406764984,0.6499999761581421,1.0419114828109741
54,1.0,0.09128554165363312,0.699999988079071,1.057110071182251
55,1.0,0.08988534659147263,0.699999988079071,1.0698769092559814
56,1.0,0.09058958292007446,0.699999988079071,1.0834935903549194
57,1.0,0.08854004740715027,0.699999988079071,1.0803422927856445
58,1.0,0.08690684288740158,0.699999988079071,1.0869837999343872
59,1.0,0.086196668446064,0.75,1.096240758895874
60,1.0,0.08518682420253754,0.699999988079071,1.102219581604004
61,1.0,0.08567590266466141,0.6499999761581421,1.095838189125061
62,1.0,0.08234480023384094,0.6499999761581421,1.0978301763534546
63,1.0,0.08210967481136322,0.6499999761581421,1.1025389432907104
64,1.0,0.08266453444957733,0.699999988079071,1.12971830368042
65,1.0,0.08102390170097351,0.6499999761581421,1.1258858442306519
66,1.0,0.08032161742448807,0.75,1.1327881813049316
67,1.0,0.0805714949965477,0.6499999761581421,1.1298434734344482
68,1.0,0.07951019704341888,0.699999988079071,1.1408803462982178
69,1.0,0.07822371274232864,0.699999988079071,1.1453322172164917
70,1.0,0.07826109230518341,0.6499999761581421,1.116952896118164
71,1.0,0.07759120315313339,0.6499999761581421,1.1129385232925415
72,1.0,0.07730540633201599,0.75,1.1117099523544312
73,1.0,0.07652592658996582,0.75,1.1134507656097412
74,1.0,0.07518750429153442,0.75,1.1144287586212158
75,1.0,0.07472356408834457,0.75,1.1064300537109375
76,1.0,0.07448113709688187,0.75,1.103985071182251
77,1.0,0.07416559755802155,0.75,1.1059207916259766
78,1.0,0.07363760471343994,0.75,1.1003925800323486
79,1.0,0.07266067713499069,0.75,1.10422682762146
80,1.0,0.07269066572189331,0.75,1.0985857248306274
81,1.0,0.0717296153306961,0.75,1.0997474193572998
82,1.0,0.07112787663936615,0.75,1.102442979812622
83,1.0,0.07061243057250977,0.75,1.0977202653884888
84,1.0,0.07115928828716278,0.699999988079071,1.1002455949783325
85,1.0,0.0701996386051178,0.75,1.100456714630127
86,1.0,0.06947978585958481,0.75,1.1025569438934326
87,1.0,0.06880626082420349,0.75,1.1027263402938843
88,1.0,0.06852135807275772,0.75,1.104135274887085
89,1.0,0.06797214597463608,0.75,1.1038352251052856
90,1.0,0.06768558919429779,0.75,1.1008845567703247
91,1.0,0.06704875826835632,0.75,1.102728247642517
92,1.0,0.06687556952238083,0.75,1.0991922616958618
93,1.0,0.06667562574148178,0.699999988079071,1.0887142419815063
94,1.0,0.06647934019565582,0.75,1.104784369468689
95,1.0,0.06573063880205154,0.75,1.099048137664795
96,1.0,0.06541155278682709,0.75,1.0993276834487915
97,1.0,0.06524752825498581,0.75,1.1213977336883545
98,1.0,0.06525193154811859,0.75,1.1060010194778442
99,1.0,0.06484967470169067,0.699999988079071,1.1172394752502441
