epoch,accuracy,loss,val_accuracy,val_loss
0,0.5,1.8509563207626343,0.5,3.2483348846435547
1,0.5,1.8456274271011353,0.5,0.8290767669677734
2,0.5,0.7856523394584656,0.5,0.8158279657363892
3,0.643750011920929,0.7691519856452942,0.5,0.8633432388305664
4,0.5562499761581421,0.7400628328323364,0.4000000059604645,0.8165848851203918
5,0.746874988079071,0.7003341913223267,0.4000000059604645,0.8450782895088196
6,0.840624988079071,0.6474097967147827,0.44999998807907104,1.6365211009979248
7,0.596875011920929,0.7747611403465271,0.5,0.7550294399261475
8,0.8343750238418579,0.6401599645614624,0.550000011920929,0.9070279002189636
9,0.84375,0.5282291173934937,0.6000000238418579,0.9213487505912781
10,0.8656250238418579,0.46146830916404724,0.4000000059604645,0.9968469738960266
11,0.6937500238418579,0.6473795175552368,0.6499999761581421,0.7221297025680542
12,0.893750011920929,0.49789905548095703,0.6000000238418579,1.0797832012176514
13,0.878125011920929,0.38286131620407104,0.6000000238418579,1.252327561378479
14,0.918749988079071,0.32845786213874817,0.550000011920929,1.328539490699768
15,0.903124988079071,0.3503294587135315,0.5,2.631913185119629
16,0.7281249761581421,0.600070595741272,0.550000011920929,0.9643912315368652
17,0.9281250238418579,0.34462904930114746,0.44999998807907104,1.279758095741272
18,0.9375,0.2790352404117584,0.550000011920929,1.3353835344314575
19,0.953125,0.24251386523246765,0.6000000238418579,1.4077765941619873
20,0.949999988079071,0.22149837017059326,0.6000000238418579,1.51220703125
21,0.965624988079071,0.19738885760307312,0.550000011920929,1.5776281356811523
22,0.953125,0.21716490387916565,0.6000000238418579,2.187831401824951
23,0.918749988079071,0.2582101821899414,0.550000011920929,1.9426349401474
24,0.965624988079071,0.18003937602043152,0.6000000238418579,1.5410386323928833
25,0.981249988079071,0.14422138035297394,0.6000000238418579,1.7235008478164673
26,0.981249988079071,0.14161312580108643,0.6000000238418579,1.6200392246246338
27,0.987500011920929,0.12563252449035645,0.6000000238418579,1.5946985483169556
28,0.984375,0.12107662856578827,0.550000011920929,2.041022539138794
29,0.984375,0.12516197562217712,0.6000000238418579,2.215757131576538
30,0.987500011920929,0.11411090195178986,0.6000000238418579,1.9019578695297241
31,0.9937499761581421,0.10704497247934341,0.6499999761581421,1.619693398475647
32,0.984375,0.10790654271841049,0.6499999761581421,1.6261733770370483
33,0.9937499761581421,0.0974632203578949,0.6000000238418579,1.7519344091415405
34,1.0,0.08305978775024414,0.6000000238418579,1.8441985845565796
35,0.996874988079071,0.08918537199497223,0.6499999761581421,1.8415921926498413
36,0.996874988079071,0.08148381859064102,0.6000000238418579,1.9117273092269897
37,1.0,0.079917773604393,0.6000000238418579,2.141923666000366
38,1.0,0.07747416943311691,0.6499999761581421,1.9129654169082642
39,1.0,0.07747986167669296,0.6000000238418579,1.99798583984375
40,1.0,0.07548559457063675,0.6499999761581421,1.9524505138397217
41,1.0,0.07481811940670013,0.6000000238418579,2.035452365875244
42,1.0,0.07326897233724594,0.6499999761581421,1.9369577169418335
43,1.0,0.06878142803907394,0.6499999761581421,1.9649312496185303
44,1.0,0.07037898153066635,0.6000000238418579,2.11881947517395
45,1.0,0.0670456811785698,0.6499999761581421,2.167769432067871
46,1.0,0.06785926967859268,0.6000000238418579,2.2182834148406982
47,0.996874988079071,0.0693436861038208,0.6499999761581421,2.081810712814331
48,1.0,0.06619678437709808,0.6000000238418579,2.302804470062256
49,1.0,0.06559018045663834,0.6000000238418579,2.255045175552368
50,1.0,0.06362606585025787,0.6000000238418579,2.2949845790863037
51,1.0,0.0626453086733818,0.6499999761581421,2.255924940109253
52,1.0,0.06343962252140045,0.6499999761581421,2.37227725982666
53,1.0,0.06139897182583809,0.6499999761581421,2.3258280754089355
54,1.0,0.061084724962711334,0.6499999761581421,2.506960868835449
55,1.0,0.06338609755039215,0.6499999761581421,2.3846817016601562
56,1.0,0.061608634889125824,0.6499999761581421,2.429927110671997
57,1.0,0.05926255136728287,0.6499999761581421,2.614259958267212
58,1.0,0.05983791500329971,0.6000000238418579,2.6836674213409424
59,1.0,0.058890365064144135,0.6499999761581421,2.576188087463379
60,1.0,0.05824271962046623,0.6499999761581421,2.547377586364746
61,1.0,0.056900523602962494,0.6499999761581421,2.580595016479492
62,1.0,0.05762986093759537,0.6499999761581421,2.1746127605438232
63,1.0,0.057057298719882965,0.6499999761581421,2.331162214279175
64,1.0,0.05523853749036789,0.6499999761581421,2.40283465385437
65,1.0,0.05492343753576279,0.6499999761581421,2.3730483055114746
66,1.0,0.05809175223112106,0.6000000238418579,2.7581422328948975
67,1.0,0.05589023232460022,0.6499999761581421,2.3290727138519287
68,1.0,0.05505223199725151,0.6000000238418579,2.7656075954437256
69,1.0,0.0558830127120018,0.6499999761581421,2.434443950653076
70,1.0,0.0527535080909729,0.6000000238418579,2.5233635902404785
71,1.0,0.05555221438407898,0.6499999761581421,2.2303924560546875
72,1.0,0.05342750623822212,0.6000000238418579,2.5316507816314697
73,1.0,0.0530184730887413,0.6499999761581421,2.5782763957977295
74,0.996874988079071,0.05846690014004707,0.6000000238418579,3.006732702255249
75,1.0,0.050613515079021454,0.6000000238418579,2.69319486618042
76,1.0,0.050794221460819244,0.6000000238418579,2.7663846015930176
77,1.0,0.05133035033941269,0.6499999761581421,2.36613130569458
78,0.996874988079071,0.054904114454984665,0.6499999761581421,2.402747869491577
79,1.0,0.050638556480407715,0.6499999761581421,2.68577241897583
80,1.0,0.04940524697303772,0.6499999761581421,2.7872488498687744
81,0.9906250238418579,0.0639398992061615,0.75,3.5633742809295654
82,0.753125011920929,1.8087612390518188,0.5,0.9285277128219604
83,0.659375011920929,0.7071216702461243,0.4000000059604645,1.3540422916412354
84,0.768750011920929,0.5914406776428223,0.44999998807907104,1.6990886926651
85,0.8656250238418579,0.3943914473056793,0.44999998807907104,1.6896644830703735
86,0.909375011920929,0.28709250688552856,0.44999998807907104,2.7413816452026367
87,0.871874988079071,0.36606475710868835,0.550000011920929,1.6020126342773438
88,0.9624999761581421,0.2086164504289627,0.550000011920929,1.8081238269805908
89,0.981249988079071,0.1355057656764984,0.550000011920929,2.187178373336792
90,0.984375,0.11434946954250336,0.550000011920929,1.8845020532608032
91,0.9906250238418579,0.10504955053329468,0.550000011920929,1.7272043228149414
92,0.9281250238418579,0.22970934212207794,0.6000000238418579,1.4542244672775269
93,0.925000011920929,0.2509347200393677,0.6000000238418579,1.877890944480896
94,0.981249988079071,0.1263623982667923,0.6000000238418579,1.483313798904419
95,0.996874988079071,0.10028084367513657,0.6000000238418579,1.7016620635986328
96,0.987500011920929,0.09566164761781693,0.6000000238418579,1.8486871719360352
97,0.9937499761581421,0.08945773541927338,0.6000000238418579,1.7511650323867798
98,0.996874988079071,0.07798029482364655,0.6000000238418579,1.9457950592041016
